
72,1189074267960270848,"කැනල් පාරේ ගෑණු කෙනෙක් වගේ ඇඳගෙන හිටපු සුමතිට හැමෝම පොන්නයා පොන්නයා කියන්න ගත්තා. ඌත් ඒ නෙගටිව් මාකටින් උගෙ වාසියට හරෝගෙන හවසට හවසට බීපු උන්ට කට දෙන්න ගත්තා. දැන් උගෙ ඉස්සරහ දත් හතරක් විතර නෑ.
නෑ නෑ ... අර #Padman කතාව ගැන නෙවෙයි කිව්වෙ. එල්ලෙන්න එන්න එපා. සුමති ගොඩ ගියෙ එහෙමයි.",2019-10-29 06:59:32
73,1189027513885810689,"හූඌඌඌඌඌඌඌඌඌඌ 

බයියෝ: 
ඉදකින් තෝ හූ කිව්වේ ගෝඨා සර් ට නේද? දේශද්‍රෝහියා. Unp කාරයා. පොන්නයා. 

ටොයියෝ :
අඩෝ සජිත් සර් ට හූ කියන්න එපා. හොරූන්ට කඩේ යන කම්බ හොරා. උඹලා වියත් ද? ඇමරිකාව පු%* දීපන්. 
මහින්ද හොරා. කතා කරගන්න බැරි එකා  

#PresPollSL 😂",2019-10-29 03:53:45
74,1188889030659698690,@D_Chan_rox සුදු හුත්ත dead😂🔫,2019-10-28 18:43:28
75,1188846142718480385,චැක් ඵකයෙක්ගේ එකක් දැකලා සේරම ආතල් කුඩු උනා. කැරිප් පොන්නයා 😏😏,2019-10-28 15:53:02
76,1188807689163493376,කැරි ඉන්දියන්කාරයෝ ටෝක්ස් දෙන්නේ නම් අඟහරුවලට රොකට් යවන්න. අඩි 100 ක වලක් හාරනවා පැය 75 ක් තිස්සේ. අර පොඩි එකා පණපිටින් හිටියොත් තමයි පුදුම. නෙදකින්.,2019-10-28 13:20:14
77,1188806280028151808,"@HarshadeSilvaMP @sajithpremadasa @sajith4newsl කැරි ගහට ඇන්නා වගේ සියලු ප්‍රාර්තනා ඉටු වේවා! ඔබ තුමාට නිවන් සුව! 

ශ්‍රී @sajithpremadasa ඇත් රාජා ජනපති - @HarshadeSilvaMP ඇත් රාජා අගමැති ලෙසටත් පත් කරමු!! 🙏🏽",2019-10-28 13:14:38
78,1188805262347395073,"අවුරුද්ද අන්තිම වෙනකොට කොහෙන් කොහෙන් හරි බොන්න සෙට් වෙනවා 😑😑😑
හුත්ත පෛය 🙄🙄",2019-10-28 13:10:36
79,1188790875029196800,සදුදා උදෙන්ම මල පැන්නුව කැරි scrum master.,2019-10-28 12:13:25
80,1188783803264917504,කැරි රංගයගේ පැත්තේ ගෙම්බෝ මේ දවස් වල 😹😹💔 https://t.co/SvcpZy0as6,2019-10-28 11:45:19
81,1188692473867948032,"මට හොඳ විජයකලා 🤣🤣🤣🤣
කැරි ආතල් එක ඕයි ඒක 🤣🤣 https://t.co/gngjNUaAJB",2019-10-28 05:42:25
82,1188644801375162368,@RanjithWeerakty @Sadheera199 රට ගැන කැක්කුමක් තියෙන හින්දද බන් ගහලයගෙ පාලන කාලේ රට වටේ පල්ලි 250 හදල දුන්නෙ රට ගැන කැක්කුමක් තියෙන හින්දද බන් මුදලට හලාල් ‍එක දෙන්න නීති ගෙනාවෙ රට ගැන කැක්කුමක් තියෙන හින්දද බන් එක පංසලක් චෛත්‍යයක් හැදුදෙ නැත්තෙ උගෙ පාලන කාලේ ඒකට මහ ලොකු සිංහල බෞද්ධයා,2019-10-28 02:32:59
83,1188493822705180672,@dilanka25 කැරි බේබද්දා,2019-10-27 16:33:03
84,1188469523847868422,@lasankaOnline @EnThunga පක 😒,2019-10-27 14:56:29
